name,lon,lat,variable,initmonth,leadtime,alpha,loc,scale,pzero,pval
45_41,45.0,41.0,tp,5,5,6.4312533588506815,0.0,10.442210565005784,0.0,0.9791431186151522
45_41,45.0,41.0,tp,5,6,3.238372586599467,0.0,14.3879373971617,0.0,0.6871901669617562
45_41,45.0,41.0,tp,6,0,4.746882249452104,0.0,20.105091201773945,0.0,0.6973645963695716
45_41,45.0,41.0,tp,6,1,3.3814669756409743,0.0,17.14706978696198,0.0,0.8075475950457686
45_41,45.0,41.0,tp,6,2,2.513181919541882,0.0,21.61423445413181,0.0,0.9533778839379544
45_41,45.0,41.0,tp,6,3,4.956677132199346,0.0,11.209827502186338,0.0,0.8671842731119304
45_41,45.0,41.0,tp,6,4,6.4312533588506815,0.0,10.442210565005784,0.0,0.9791431186151522
45_41,45.0,41.0,tp,6,5,3.238372586599467,0.0,14.3879373971617,0.0,0.6871901669617562
45_41,45.0,41.0,tp,6,6,2.9475284198020195,0.0,9.783280821575572,0.0,0.6097150329590935
45_41,45.0,41.0,tp,7,0,3.3814669756409743,0.0,17.14706978696198,0.0,0.8075475950457686
45_41,45.0,41.0,tp,7,1,2.513181919541882,0.0,21.61423445413181,0.0,0.9533778839379544
45_41,45.0,41.0,tp,7,2,4.956677132199346,0.0,11.209827502186338,0.0,0.8671842731119304
45_41,45.0,41.0,tp,7,3,6.4312533588506815,0.0,10.442210565005784,0.0,0.9791431186151522
45_41,45.0,41.0,tp,7,4,3.238372586599467,0.0,14.3879373971617,0.0,0.6871901669617562
45_41,45.0,41.0,tp,7,5,2.9475284198020195,0.0,9.783280821575572,0.0,0.6097150329590935
45_41,45.0,41.0,tp,7,6,3.813828738238149,0.0,7.333575202852859,0.0,0.8469686877204986
45_41,45.0,41.0,tp,8,0,2.513181919541882,0.0,21.61423445413181,0.0,0.9533778839379544
45_41,45.0,41.0,tp,8,1,4.956677132199346,0.0,11.209827502186338,0.0,0.8671842731119304
45_41,45.0,41.0,tp,8,2,6.4312533588506815,0.0,10.442210565005784,0.0,0.9791431186151522
45_41,45.0,41.0,tp,8,3,3.238372586599467,0.0,14.3879373971617,0.0,0.6871901669617562
45_41,45.0,41.0,tp,8,4,2.9475284198020195,0.0,9.783280821575572,0.0,0.6097150329590935
45_41,45.0,41.0,tp,8,5,3.813828738238149,0.0,7.333575202852859,0.0,0.8469686877204986
45_41,45.0,41.0,tp,8,6,6.410224631803302,0.0,6.266590056714485,0.0,0.8009338922196737
45_41,45.0,41.0,tp,9,0,4.956677132199346,0.0,11.209827502186338,0.0,0.8671842731119304
45_41,45.0,41.0,tp,9,1,6.4312533588506815,0.0,10.442210565005784,0.0,0.9791431186151522
45_41,45.0,41.0,tp,9,2,3.238372586599467,0.0,14.3879373971617,0.0,0.6871901669617562
45_41,45.0,41.0,tp,9,3,2.9475284198020195,0.0,9.783280821575572,0.0,0.6097150329590935
45_41,45.0,41.0,tp,9,4,3.813828738238149,0.0,7.333575202852859,0.0,0.8469686877204986
45_41,45.0,41.0,tp,9,5,6.410224631803302,0.0,6.266590056714485,0.0,0.8009338922196737
45_41,45.0,41.0,tp,9,6,8.90226382963879,0.0,7.941042179418867,0.0,0.7989011488353734
45_41,45.0,41.0,tp,10,0,6.4312533588506815,0.0,10.442210565005784,0.0,0.9791431186151522
45_41,45.0,41.0,tp,10,1,3.238372586599467,0.0,14.3879373971617,0.0,0.6871901669617562
45_41,45.0,41.0,tp,10,2,2.9475284198020195,0.0,9.783280821575572,0.0,0.6097150329590935
45_41,45.0,41.0,tp,10,3,3.813828738238149,0.0,7.333575202852859,0.0,0.8469686877204986
45_41,45.0,41.0,tp,10,4,6.410224631803302,0.0,6.266590056714485,0.0,0.8009338922196737
45_41,45.0,41.0,tp,10,5,8.90226382963879,0.0,7.941042179418867,0.0,0.7989011488353734
45_41,45.0,41.0,tp,10,6,13.647608482427126,0.0,8.208471185322244,0.0,0.9855089982000658
45_41,45.0,41.0,tp,11,0,3.238372586599467,0.0,14.3879373971617,0.0,0.6871901669617562
45_41,45.0,41.0,tp,11,1,2.9475284198020195,0.0,9.783280821575572,0.0,0.6097150329590935
45_41,45.0,41.0,tp,11,2,3.813828738238149,0.0,7.333575202852859,0.0,0.8469686877204986
45_41,45.0,41.0,tp,11,3,6.410224631803302,0.0,6.266590056714485,0.0,0.8009338922196737
45_41,45.0,41.0,tp,11,4,8.90226382963879,0.0,7.941042179418867,0.0,0.7989011488353734
45_41,45.0,41.0,tp,11,5,13.647608482427126,0.0,8.208471185322244,0.0,0.9855089982000658
45_41,45.0,41.0,tp,11,6,20.667719574050498,0.0,6.755558760041339,0.0,0.8137260153667423
45_41,45.0,41.0,tp,12,0,2.9475284198020195,0.0,9.783280821575572,0.0,0.6097150329590935
45_41,45.0,41.0,tp,12,1,3.813828738238149,0.0,7.333575202852859,0.0,0.8469686877204986
45_41,45.0,41.0,tp,12,2,6.410224631803302,0.0,6.266590056714485,0.0,0.8009338922196737
45_41,45.0,41.0,tp,12,3,8.90226382963879,0.0,7.941042179418867,0.0,0.7989011488353734
45_41,45.0,41.0,tp,12,4,13.647608482427126,0.0,8.208471185322244,0.0,0.9855089982000658
45_41,45.0,41.0,tp,12,5,20.667719574050498,0.0,6.755558760041339,0.0,0.8137260153667423
45_41,45.0,41.0,tp,12,6,4.746882249452104,0.0,20.105091201773945,0.0,0.6973645963695716
45_42,45.0,42.0,tp,1,0,2.6395335697814963,0.0,13.349706900918752,0.0,0.4582794919351129
45_42,45.0,42.0,tp,1,1,4.097959280745866,0.0,10.56092769181254,0.0,0.59352485609101
45_42,45.0,42.0,tp,1,2,6.912830501499031,0.0,11.13650283382944,0.0,0.2560888417205486
45_42,45.0,42.0,tp,1,3,7.7414962274558174,0.0,16.71340338689283,0.0,0.984721143247448
45_42,45.0,42.0,tp,1,4,10.534469227024095,0.0,13.440853220724682,0.0,0.5195628465581585
45_42,45.0,42.0,tp,1,5,3.913603487120904,0.0,27.59981893288107,0.0,0.8569118027135993
45_42,45.0,42.0,tp,1,6,2.679778814684685,0.0,32.941712962600825,0.0,0.9898471335192328
45_42,45.0,42.0,tp,2,0,4.097959280745866,0.0,10.56092769181254,0.0,0.59352485609101
45_42,45.0,42.0,tp,2,1,6.912830501499031,0.0,11.13650283382944,0.0,0.2560888417205486
45_42,45.0,42.0,tp,2,2,7.7414962274558174,0.0,16.71340338689283,0.0,0.984721143247448
45_42,45.0,42.0,tp,2,3,10.534469227024095,0.0,13.440853220724682,0.0,0.5195628465581585
45_42,45.0,42.0,tp,2,4,3.913603487120904,0.0,27.59981893288107,0.0,0.8569118027135993
